time;lv Rx;lv Ry;lv Rz;lv Vx;lv Vy;lv Vz;sc Rx;sc Ry;sc Rz;sc Vx;sc Vy;sc Vz;rel dist;rel vel;stiff force
0.99;5734549.585831135;-934940.3630392049;3295738.422238671;-3442.739799069916;2126.1076142829534;6593.520867326953;5734549.361939396;-934940.2245471095;3295738.8522672756;-3442.9429218371347;2126.233259372751;6593.911004991958;0.5042144104901808;0.4574417392508523;0.0
1.0;5734515.1580497045;-934919.1019005479;3295804.357226974;-3442.816486802788;2126.120117070788;6593.476793073021;5734514.932126738;-934918.9621520016;3295804.791156955;-3443.0196095669785;2126.245762158722;6593.866930732261;0.508788828012441;0.45744173247643155;0.0
1.01;5734480.7295014;-934897.8406368644;3295870.2917745295;-3442.8931740752437;2126.132619574296;6593.43271793735;5734480.501547206;-934897.6996318672;3295870.7296058876;-3443.0962968363788;2126.258264660349;6593.8228555907735;0.513363245534701;0.45744172564273633;0.0
1.02;5734446.300186225;-934876.5792481573;3295936.2258813297;-3442.969860887273;2126.145121793475;6593.388641919947;5734446.070200803;-934876.4369867094;3295936.667614064;-3443.1729836453255;2126.2707668776306;6593.778779567501;0.5179376630413829;0.4574417187471897;0.0
1.03;5734411.870104183;-934855.3177344295;3296002.1595473653;-3443.046547238866;2126.157623728324;6593.344565020818;5734411.638087534;-934855.1742165306;3296002.605181476;-3443.2496699938083;2126.2832688105655;6593.73470266245;0.5225120797529499;0.4574417117900415;0.0
1.04;5734377.439255281;-934834.0560956837;3296068.0927726272;-3443.123233130012;2126.170125378841;6593.300487239968;5734377.205207405;-934833.9113213341;3296068.5423081145;-3443.326355881816;2126.2957704591513;6593.690624875627;0.5270864968460865;0.4574417047714137;0.0
1.05;5734343.007639523;-934812.7943319228;3296134.025557107;-3443.1999185607006;2126.182626745024;6593.256408577403;5734342.771560418;-934812.6483011224;3296134.4789939704;-3443.403041309339;2126.3082718233863;6593.646546207037;0.5316609139392231;0.45744169769261084;0.0
1.06;5734308.575256912;-934791.5324431497;3296199.9579007956;-3443.276603530922;2126.195127826872;6593.212329033128;5734308.33714658;-934791.3851558985;3296200.4152390356;-3443.4797262763673;2126.3207729032697;6593.602466656686;0.5362353310323598;0.45744169055278017;0.0
1.07;5734274.142107453;-934770.2704293672;3296265.889803685;-3443.353288040665;2126.2076286243832;6593.168248607152;5734273.901965895;-934770.1218856653;3296266.3510433007;-3443.5564107828895;2126.3332736987986;6593.55838622458;0.5408097472828276;0.45744168334999563;0.0
1.08;5734239.708191153;-934749.0082905781;3296331.821265765;-3443.42997208992;2126.2201291375554;6593.124167299478;5734239.466018366;-934748.8584904255;3296332.2864067573;-3443.633094828896;2126.345774209972;6593.514304910726;0.5453841647895094;0.4574416760879365;0.0
1.09;5734205.273508013;-934727.7460267855;3296397.752287028;-3443.506655678676;2126.2326293663873;6593.080085110114;5734205.029304;-934727.594970182;3296398.221329396;-3443.709778414376;2126.3582744367886;6593.470222715129;0.549958581071953;0.457441668763949;0.0
1.1;5734170.8380580405;-934706.4836379918;3296463.682867464;-3443.5833388069227;2126.245129310877;6593.036002039064;5734170.591822799;-934706.3313249378;3296464.1558112083;-3443.78646153932;2126.370774379246;6593.426139637795;0.554532997735966;0.4574416613792126;0.0
1.11;5734136.401841239;-934685.2211242002;3296529.613007066;-3443.6600214746504;2126.257628971023;6592.991918086336;5734136.15357477;-934685.0675546954;3296530.089852186;-3443.8631442037167;2126.3832740373427;6593.3820556787305;0.559107414399979;0.45744165393299674;0.0
1.12;5734101.964857613;-934663.9584854133;3296595.542705823;-3443.7367036818487;2126.270128346824;6592.947833251935;5734101.714559916;-934663.803659458;3296596.023452319;-3443.939826407556;2126.3957734110772;6593.33797083794;0.5636818310639921;0.4574416464248524;0.0
1.1300000000000001;5734067.527107167;-934642.6957216342;3296661.471963728;-3443.8133854285065;2126.2826274382774;6592.903747535866;5734067.274778243;-934642.5396392281;3296661.9566116;-3444.016508150828;2126.4082725004478;6593.293885115431;0.5682562477280051;0.4574416388566579;0.0
1.1400000000000001;5734033.088589906;-934621.4328328655;3296727.400780771;-3443.890066714614;2126.295126245382;6592.859660938137;5734032.834229755;-934621.2754940088;3296727.8893300183;-3444.0931894335217;2126.4207713054525;6593.249798511209;0.5728306635813252;0.4574416312264101;0.0
1.1500000000000001;5733998.6493058335;-934600.1698191102;3296793.3291569436;-3443.966747540161;2126.307624768136;6592.815573458752;5733998.392914456;-934600.0112238029;3296793.821607567;-3444.169870255627;2126.43326982609;6593.205711025279;0.5774050797998174;0.4574416235349325;0.0
1.16;5733964.209254956;-934578.906680371;3296859.257092237;-3444.043427905137;2126.320123006538;6592.771485097717;5733963.950832351;-934578.7468286132;3296859.7534442362;-3444.246550617134;2126.445768062358;6593.161622657649;0.5819794964318546;0.45744161578335685;0.0
1.17;5733929.7684372775;-934557.643416651;3296925.184586643;-3444.120107809531;2126.332620960586;6592.7273958550395;5733929.507983445;-934557.4823084426;3296925.684840017;-3444.3232305180313;2126.458266014256;6593.117533408323;0.5865539122695963;0.4574416079698528;0.0
1.18;5733895.326852801;-934536.3800279528;3296991.111640151;-3444.1967872533337;2126.3451186302786;6592.683305730724;5733895.064367742;-934536.2176632939;3296991.6157949013;-3444.3999099583098;2126.4707636817807;6593.073443277308;0.5911283284880885;0.4574416000958468;0.0
1.19;5733860.884501534;-934515.1165142793;3297057.038252754;-3444.2734662365337;2126.357616015614;6592.639214724778;5733860.619985248;-934514.95289317;3297057.5463088797;-3444.4765889379582;2126.483261064932;6593.029352264609;0.5957027442774572;0.4574415921594635;0.0
1.2;5733826.441383478;-934493.8528756334;3297122.964424443;-3444.350144759122;2126.3701131165903;6592.595122837206;5733826.174835965;-934493.6879980735;3297123.4763819436;-3444.5532674569668;2126.495758163707;6592.985260370233;0.6002771601151988;0.4574415841623764;0.0
1.21;5733791.99749864;-934472.5891120179;3297188.8901552083;-3444.426822821087;2126.382609933206;6592.551030068014;5733791.7289199;-934472.4229780076;3297189.4060140844;-3444.629945515325;2126.5082549781046;6592.941167594186;0.6048515759045675;0.4574415761044634;0.0
1.22;5733757.552847023;-934451.3252234358;3297254.8154450413;-3444.503500422419;2126.3951064654593;6592.506936417209;5733757.282237057;-934451.1578329749;3297255.335205293;-3444.706623113022;2126.5207515081233;6592.897073936473;0.6094259917259118;0.4574415679861733;0.0
1.23;5733723.107428634;-934430.0612098896;3297320.7402939335;-3444.5801775631076;2126.4076027133488;6592.462841884796;5733722.83478744;-934429.8925629784;3297321.26395556;-3444.7833002500483;2126.533247753761;6592.8529793971;0.6140004074997021;0.4574415598052562;0.0
1.24;5733688.661243474;-934408.7970713824;3297386.664701876;-3444.656854243142;2126.4200986768724;6592.418746470781;5733688.386571053;-934408.6271680208;3297387.1922648777;-3444.859976926393;2126.5457437150158;6592.808883976074;0.6185748228919229;0.45744155156396205;0.0
1.25;5733654.21429155;-934387.532807917;3297452.58866886;-3444.7335304625126;2126.432594356029;6592.374650175171;5733653.937587902;-934387.3616481051;3297453.1201332365;-3444.936653142046;2126.5582393918867;6592.764787673401;0.6231492386657131;0.4574415432615152;0.0
1.26;5733619.766572866;-934366.2684194962;3297518.5121948766;-3444.8102062212083;2126.445089750816;6592.330552997972;5733619.487837992;-934366.0960032339;3297519.047560628;-3445.0133288969964;2126.5707347843713;6592.720690489085;0.6277236536443888;0.4574415348971399;0.0
1.27;5733585.318087427;-934345.0039061229;3297584.435279917;-3444.8868815192195;2126.4575848612326;6592.286454939187;5733585.037321326;-934344.8302334104;3297584.9745470434;-3445.0900041912346;2126.583229892469;6592.676592423134;0.6322980689726582;0.4574415264723876;0.0
1.28;5733550.868835237;-934323.7392677999;3297650.3579239724;-3444.9635563565353;2126.4700796872767;6592.242355998826;5733550.58603791;-934323.564338637;3297650.901092474;-3445.16667902475;2126.595724716177;6592.632493475553;0.6368724843329033;0.4574415179859088;0.0
1.29;5733516.418816301;-934302.4745045301;3297716.280127034;-3445.0402307331456;2126.4825742289468;6592.198256176892;5733516.133987747;-934302.2983189169;3297716.82719691;-3445.243353397532;2126.6082192554936;6592.588393646348;0.6414468992960005;0.4574415094379505;0.0
1.3;5733481.968030624;-934281.2096163162;3297782.201889093;-3445.11690464904;2126.495068486241;6592.154155473392;5733481.681170844;-934281.0321742529;3297782.7528603435;-3445.3200273095704;2126.6207135104178;6592.544292935525;0.6460213142271222;0.4574415008290414;0.0
1.31;5733447.51647821;-934259.9446031613;3297848.1232101405;-3445.193578104208;2126.5075624591577;6592.110053888332;5733447.227587203;-934259.7659046476;3297848.678082766;-3445.396700760855;2126.633207480948;6592.500191343091;0.6505957295873672;0.4574414921598801;0.0
1.32;5733413.064159064;-934238.679465068;3297914.044090168;-3445.270251098639;2126.5200561476954;6592.065951421718;5733412.77323683;-934238.4995101042;3297914.6028641677;-3445.473373751375;2126.645701167082;6592.45608886905;0.6551701441213409;0.45744148342964314;0.0
1.33;5733378.611073189;-934217.4142020394;3297979.964529166;-3445.346923632324;2126.532549551852;6592.021848073556;5733378.318119729;-934217.2329906253;3297980.5272045406;-3445.550046281121;2126.658194568818;6592.4119855134095;0.6597445594496103;0.45744147463740076;0.0
1.34;5733344.157220593;-934196.148814078;3298045.8845271263;-3445.423595705251;2126.545042671626;6591.977743843851;5733343.862235906;-934195.9663462137;3298046.451103875;-3445.626718350082;2126.6706876861545;6592.367881276175;0.6643189739835841;0.4574414657839578;0.0
1.35;5733309.702601277;-934174.8833011868;3298111.80408404;-3445.500267317411;2126.5575355070164;6591.933638732611;5733309.4055853635;-934174.6995768725;3298112.374562163;-3445.7033899582475;2126.6831805190905;6592.323776157352;0.668893388485582;0.457441456869487;0.0
1.36;5733275.247215248;-934153.6176633688;3298177.7231998984;-3445.5769384687924;2126.5700280580204;6591.8895327398395;5733274.948168107;-934153.4326826043;3298178.297579395;-3445.7800611056073;2126.695673067623;6592.279670156946;0.6734678030195558;0.4574414478937386;0.0
1.37;5733240.791062509;-934132.3519006266;3298243.641874692;-3445.6536091593857;2126.582520324637;6591.845425865545;5733240.489984143;-934132.1656634121;3298244.220155563;-3445.856731792151;2126.7081653317514;6592.235563274965;0.6780422174731807;0.4574414388569623;0.0
1.3800000000000001;5733206.334143066;-934111.0860129632;3298309.5601084125;-3445.7302793891804;2126.595012306864;6591.801318109731;5733206.031033473;-934110.8985192986;3298310.142290658;-3445.9334020178685;2126.7206573114736;6592.191455511414;0.6826166319751789;0.45744142975890845;0.0
1.3900000000000001;5733171.876456923;-934089.8200003814;3298375.4779010513;-3445.806949158166;2126.6075040047003;6591.757209472405;5733171.571316104;-934089.6312502668;3298376.0639846707;-3446.010071782749;2126.7331490067877;6592.147346866297;0.6871910460636317;0.4574414205997019;0.0
1.4000000000000001;5733137.418004084;-934068.5538628841;3298441.3952525994;-3445.8836184663323;2126.619995418144;6591.713099953572;5733137.110832039;-934068.3638563195;3298441.9852375924;-3446.0867410867827;2126.745640417693;6592.103237339623;0.6917654601365061;0.4574414113794675;0.0
1.41;5733102.958784555;-934047.287600474;3298507.3121630475;-3445.960287313669;2126.632486547193;6591.668989553239;5733102.649581283;-934047.0963374594;3298507.9060494145;-3446.1634099299595;2126.758131544186;6592.059126931396;0.6963398746065285;0.45744140209815737;0.0
1.42;5733068.49879834;-934026.0212131541;3298573.2286323872;-3446.0369557001654;2126.644977391846;6591.624878271411;5733068.187563842;-934025.8286936894;3298573.826420128;-3446.240078312268;2126.770622386267;6592.015015641623;0.7009142882978334;0.45744139275569456;0.0
1.43;5733034.038045443;-934004.7547009271;3298639.14466061;-3446.1136236258117;2126.657467952102;6591.580766108095;5733033.7247797195;-934004.5609250126;3298639.746349724;-3446.3167462336983;2126.783112943933;6591.970903470309;0.7054887019251871;0.4574413833509765;0.0
1.44;5732999.576525869;-933983.488063796;3298705.0602477067;-3446.1902910905974;2126.669958227958;6591.5366530632955;5732999.261228919;-933983.2930314315;3298705.6658381945;-3446.3934136942407;2126.795603217183;6591.926790417461;0.7100631159980615;0.45744137388698397;0.0
1.45;5732965.114239622;-933962.2213017636;3298770.9753936683;-3446.2669580945117;2126.682448219413;6591.49253913702;5732964.796911446;-933962.0250129492;3298771.5848855297;-3446.470080693884;2126.8080932060147;6591.882676483085;0.7146375296254152;0.457441364361063;0.0
1.46;5732930.651186708;-933940.9544148325;3298836.8900984866;-3446.3436246375445;2126.694937926465;6591.448424329274;5732930.331827307;-933940.7568695684;3298837.503491721;-3446.546747232618;2126.8205829104268;6591.838561667185;0.719211942855621;0.45744135477308867;0.0
1.47;5732896.187367131;-933919.6874030059;3298902.804362152;-3446.420290719686;2126.7074273491135;6591.404308640062;5732895.865976504;-933919.4886012919;3298903.42165676;-3446.6234133104326;2126.8330723304175;6591.794445969769;0.7237863564829745;0.4574413451251862;0.0
1.48;5732861.722780895;-933898.4202662865;3298968.718184656;-3446.496956340925;2126.719916487355;6591.360192069392;5732861.399359042;-933898.2202081227;3298969.3393806377;-3446.700078927318;2126.8455614659856;6591.750329390842;0.7283607704918976;0.45744133541523335;0.0
1.49;5732827.257428005;-933877.1530046772;3299034.6315659904;-3446.573621501252;2126.732405341189;6591.316074617268;5732826.931974927;-933876.9516900636;3299035.256663345;-3446.7767440832627;2126.8580503171283;6591.70621193041;0.7329351829114104;0.4574413256442498;0.0
1.5;5732792.791308467;-933855.8856181806;3299100.5445061456;-3446.650286200656;2126.7448939106134;6591.271956283698;5732792.463824162;-933855.6830471173;3299101.173504873;-3446.853408778257;2126.8705388838453;6591.662093588479;0.7375095965231856;0.4574413158116646;0.0
1.51;5732758.324422283;-933834.6181067999;3299166.457005113;-3446.7269504391265;2126.7573821956266;6591.227837068686;5732757.994906752;-933834.4142792869;3299167.0899052136;-3446.9300730122904;2126.883027166134;6591.617974365056;0.7420840097214156;0.45744130591968;0.0
1.52;5732723.856769459;-933813.3504705377;3299232.3690628842;-3446.803614216654;2126.769870196227;6591.18371697224;5732723.525222703;-933813.1453865749;3299233.0058643576;-3447.0067367853526;2126.895515163993;6591.573854260146;0.7466584225224979;0.4574412959646645;0.0
1.53;5732689.388350001;-933792.0827093968;3299298.2806794494;-3446.8802775332274;2126.782357912413;6591.139595994365;5732689.054772018;-933791.8763689845;3299298.921382296;-3447.0834000974332;2126.90800287742;6591.529733273755;0.7512328356887523;0.45744128594927197;0.0
1.54;5732654.919163911;-933770.8148233803;3299364.191854801;-3446.956940388837;2126.7948453441822;6591.095474135066;5732654.583554703;-933770.6072265183;3299364.83645902;-3447.160062948522;2126.9204903064146;6591.485611405888;0.7558072484578588;0.45744127587264966;0.0
1.55;5732620.449211194;-933749.5468124909;3299430.1025889292;-3447.033602783472;2126.807332491534;6591.05135139435;5732620.111570761;-933749.3379591793;3299430.751094521;-3447.2367253386083;2126.9329774509742;6591.441488656553;0.7603816612269654;0.4574412657349517;0.0
1.56;5732585.978491857;-933728.2786767315;3299496.012881826;-3447.110264717122;2126.8198193544663;6591.007227772223;5732585.638820197;-933728.0685669703;3299496.6652887906;-3447.3133872676826;2126.945464311097;6591.397365025754;0.7649560739960719;0.4574412555354024;0.0
1.57;5732551.507005901;-933707.0104161048;3299561.922733482;-3447.186926189777;2126.832305932977;6590.96310326869;5732551.165303017;-933706.7990498941;3299562.5790418186;-3447.390048735733;2126.957950886782;6591.353240513498;0.7695304859225097;0.45744124527519703;0.0
1.58;5732517.034753334;-933685.7420306137;3299627.8321438883;-3447.263587201426;2126.8447922270648;6590.918977883759;5732516.691019224;-933685.5294079535;3299628.4923535977;-3447.4667097427514;2126.9704371780267;6591.309115119791;0.7741048986596406;0.4574412349533422;0.0
1.59;5732482.561734159;-933664.4735202612;3299693.741113037;-3447.34024775206;2126.857278236728;6590.874851617434;5732482.215968824;-933664.2596411514;3299694.4052241184;-3447.5433702887253;2126.9829231848303;6591.264988844639;0.7786793106180541;0.4574412245708314;0.0
1.6;5732448.087948381;-933643.20488505;3299759.649640918;-3447.416907841667;2126.869763961965;6590.830724469721;5732447.74015182;-933642.9897494907;3299760.3176533715;-3447.6200303736455;2126.9954089071903;6591.220861688048;0.7832537233396065;0.45744121412712;0.0
1.61;5732413.613396004;-933621.9361249829;3299825.557727523;-3447.493567470238;2126.8822494027736;6590.786596440626;5732413.263568218;-933621.7197329742;3299826.229641349;-3447.6966899975014;2127.0078943451053;6591.176733650023;0.7878281352660444;0.45744120362238083;0.0
1.62;5732379.138077033;-933600.6672400628;3299891.4653728437;-3447.570226637762;2126.8947345591528;6590.742467530156;5732378.786218022;-933600.4495916048;3299892.141188042;-3447.7733491602826;2127.020379498574;6591.132604730572;0.7924025471605065;0.45744119305706266;0.0
1.6300000000000001;5732344.661991472;-933579.3982302926;3299957.372576871;-3447.6468853442284;2126.9072194311;6590.698337738318;5732344.308101236;-933579.1793253853;3299958.052293441;-3447.8500078619786;2127.0328643675944;6591.088474929698;0.7969769590393903;0.4574411824292423;0.0
1.6400000000000001;5732310.185139327;-933558.1290956752;3300023.2793395957;-3447.7235435896278;2126.919704018615;6590.654207065114;5732309.829217866;-933557.9089343183;3300023.9629575373;-3447.9266661025795;2127.0453489521647;6591.044344247409;0.8015513705686802;0.45744117174071813;0.0
1.6500000000000001;5732275.707520602;-933536.8598362133;3300089.185661009;-3447.8002013739488;2126.932188321695;6590.6100755105535;5732275.349567915;-933536.6384184071;3300089.873180323;-3448.0033238820747;2127.057833252283;6591.000212683711;0.8061257828766876;0.45744116099124316;0.0
1.6600000000000001;5732241.229135301;-933515.5904519097;3300155.0915411026;-3447.876858697182;2126.944672340338;6590.565943074641;5732240.86915139;-933515.3677776543;3300155.782961788;-3448.079981200454;2127.0703172679487;6590.956080238609;0.8107001938965053;0.45744115018053844;0.0
1.67;5732206.74998343;-933494.3209427674;3300220.9969798676;-3447.953515559316;2126.9571560745435;6590.521809757383;5732206.387968293;-933494.0970120627;3300221.692301925;-3448.1566380577065;2127.0828009991587;6590.91194691211;0.8152746058073647;0.45744113930843117;0.0
1.68;5732172.270064992;-933473.0513087892;3300286.901977295;-3448.0301719603412;2126.9696395243086;6590.4776755587845;5732171.906018631;-933472.8261216353;3300287.6012007236;-3448.2332944538225;2127.095284445912;6590.8678127042185;0.8198490168435798;0.45744112837627365;0.0
1.69;5732137.789379992;-933451.7815499778;3300352.8065333758;-3448.1068279002475;2126.982122689633;6590.4335404788535;5732137.4233024055;-933451.5551063747;3300353.509658176;-3448.3099503887915;2127.1077676082073;6590.8236776149415;0.8244234283089183;0.45744111738108534;0.0
1.7;5732103.3079284355;-933430.5116663363;3300418.7106481018;-3448.183483379024;2126.9946055705136;6590.389404517593;5732102.939819624;-933430.283966284;3300419.417674273;-3448.386605862603;2127.1202504860426;6590.779541644285;0.8289978393615307;0.4574411063264205;0.0
1.71;5732068.825710326;-933409.2416578673;3300484.6143214633;-3448.2601383966608;2127.0070881669494;6590.345267675011;5732068.45557029;-933409.012701366;3300485.3252490056;-3448.4632608752468;2127.1327330794156;6590.7354047922545;0.83357225036577;0.4574410952095004;0.0
1.72;5732034.342725669;-933387.9715245739;3300550.5175534524;-3448.336792953147;2127.0195704789385;6590.301129951114;5732033.970554408;-933387.7413116234;3300551.2323823655;-3448.5399154267125;2127.1452153883256;6590.691267058856;0.8381466610048373;0.45744108403175443;0.0
1.73;5731999.858974469;-933366.7012664587;3300616.4203440594;-3448.4134470484723;2127.03205250648;6590.256991345906;5731999.484771983;-933366.4697970591;3300617.139074344;-3448.6165695169893;2127.15769741277;6590.647128444096;0.8427210724382002;0.45744107279240404;0.0
1.74;5731965.37445673;-933345.4308835247;3300682.322693276;-3448.490100682627;2127.044534249571;6590.2128518593945;5731964.998223019;-933345.198157676;3300683.045324932;-3448.693223146068;2127.170179152748;6590.6029889479805;0.8472954830452916;0.45744106149202585;0.0
1.75;5731930.889172456;-933324.1603757747;3300748.2246010937;-3448.5667538556004;2127.0570157082107;6590.168711491584;5731930.5109075215;-933323.926393477;3300748.95113412;-3448.769876313937;2127.1826606082573;6590.558848570515;0.851869893238838;0.45744105013114567;0.0
1.76;5731896.403121654;-933302.8897432116;3300814.126067503;-3448.643406567382;2127.069496882397;6590.124570242482;5731896.022825494;-933302.6545044648;3300814.8565019;-3448.846529020587;2127.195141779296;6590.514707311705;0.8564443038459294;0.4574410387083371;0.0
1.77;5731861.916304327;-933281.618985838;3300880.0270924955;-3448.720058817961;2127.081977772128;6590.080428112094;5731861.533976942;-933281.3824906424;3300880.7614282635;-3448.9231812660064;2127.2076226658633;6590.470565171557;0.8610187144210453;0.4574410272243758;0.0
1.78;5731827.428720479;-933260.348103657;3300945.9276760626;-3448.796710607329;2127.0944583774026;6590.036285100425;5731827.044361871;-933260.1103520124;3300946.6659132005;-3448.999833050186;2127.2201032679573;6590.426422150077;0.8655931237883202;0.4574410156799605;0.0
1.79;5731792.940370116;-933239.0770966714;3301011.827818195;-3448.873361935473;2127.106938698219;6589.992141207482;5731792.553980283;-933238.838088578;3301012.5699567036;-3449.0764843731154;2127.2325835855754;6590.382278247271;0.870167534363436;0.45744100407356886;0.0
1.8;5731758.451253242;-933217.805964884;3301077.7275188835;-3448.9500128023847;2127.1194187345754;6589.94799643327;5731758.062832185;-933217.5657003417;3301078.4735587626;-3449.153135234784;2127.245063618717;6590.338133463145;0.8747419440958831;0.45744099240659825;0.0
1.81;5731723.961369862;-933196.5347082977;3301143.62677812;-3449.026663208053;2127.1318984864697;6589.903850777797;5731723.57091758;-933196.2931873065;3301144.3767193696;-3449.2297856351806;2127.2575433673796;6590.293987797704;0.879316354273851;0.45744098067762223;0.0
1.82;5731689.470719979;-933175.2633269152;3301209.5255958964;-3449.1033131524673;2127.144377953901;6589.8597042410665;5731689.078236474;-933175.0205494753;3301210.2794385157;-3449.3064355742963;2127.2700228315625;6590.249841250956;0.8838907635771747;0.4574409688884711;0.0
1.83;5731654.9793036;-933153.9918207396;3301275.4239722025;-3449.1799626356174;2127.156857136867;6589.815556823086;5731654.58478887;-933153.7477868509;3301276.1817161916;-3449.38308505212;2127.2825020112627;6590.205693822905;0.888465173326019;0.45744095703791743;0.0
1.84;5731620.487120728;-933132.7201897735;3301341.32190703;-3449.2566116574935;2127.1693360353665;6589.77140852386;5731620.090574774;-933132.474899436;3301342.0835523894;-3449.4597340686414;2127.29498090648;6590.161545513558;0.8930395830584662;0.45744094512613404;0.0
1.85;5731585.994171368;-933111.4484340198;3301407.21940037;-3449.333260218085;2127.1818146493974;6589.727259343396;5731585.59559419;-933111.2018872336;3301407.984947099;-3449.5363826238504;2127.3074595172116;6590.11739632292;0.8976139919646419;0.4574409331531979;0.0
1.86;5731551.500455526;-933090.1765534814;3301473.116452214;-3449.409908317381;2127.1942929789584;6589.6831092817;5731551.099847123;-933089.9287502466;3301473.8859003126;-3449.613030717736;2127.319937843456;6590.073246250999;0.902188401649535;0.4574409211187822;0.0
1.87;5731517.005973203;-933068.9045481612;3301539.0130625525;-3449.4865559553714;2127.206771024047;6589.638958338776;5731516.6033335775;-933068.6554884778;3301539.786412021;-3449.6896783502884;2127.3324158852115;6590.029095297798;0.9067628105393133;0.45744090902419143;0.0
1.8800000000000001;5731482.510724408;-933047.6324180618;3301604.9092313773;-3449.5632031320465;2127.219248784663;6589.594806514633;5731482.106053558;-933047.3821019299;3301605.6864822158;-3449.7663255214975;2127.344893642477;6589.984943463326;0.9113372198106612;0.45744089686747036;0.0
1.8900000000000001;5731448.014709142;-933026.3601631864;3301670.8049586797;-3449.6398498473955;2127.231726260803;6589.550653809274;5731447.608007069;-933026.1085906059;3301671.5861108876;-3449.8429722313526;2127.3573711152503;6589.940790747586;0.9159116286848612;0.4574408846495965;0.0
1.9000000000000001;5731413.517927412;-933005.0877835376;3301736.700244451;-3449.7164961014078;2127.2442034524665;6589.506500222707;5731413.109194115;-933004.8349545086;3301737.4852980278;-3449.919618479843;2127.36984830353;6589.896637150587;0.9204860371299376;0.45744087237114367;0.0
1.9100000000000001;5731379.020379222;-932983.8152791183;3301802.595088681;-3449.7931418940734;2127.2566803596515;6589.462345754937;5731378.6096147;-932983.5611936407;3301803.3840436274;-3449.9962642669593;2127.382325207314;6589.852482672332;0.9250604464176828;0.45744086003083956;0.0
1.92;5731344.522064576;-932962.5426499314;3301868.489491363;-3449.869787225382;2127.269156982356;6589.41819040597;5731344.109268831;-932962.2873080054;3301869.282347678;-3450.07290959269;2127.3948018266005;6589.808327312829;0.9296348544492141;0.45744084762897874;0.0
1.93;5731310.022983479;-932941.2698959796;3301934.3834524867;-3449.946432095323;2127.2816333205787;6589.374034175811;5731309.608156511;-932941.0132976052;3301935.180210171;-3450.1495544570257;2127.4072781613886;6589.764171072084;0.934209262862315;0.45744083516771855;0.0
1.94;5731275.523135936;-932919.9970172659;3302000.2769720433;-3450.0230765038864;2127.2941093743184;6589.329877064469;5731275.106277743;-932919.7391624431;3302001.077631097;-3450.2261988599557;2127.4197542116763;6589.720013950101;0.9387836717045392;0.4574408226434275;0.0
1.95;5731241.02252195;-932898.724013793;3302066.170050025;-3450.0997204510613;2127.306585143572;6589.285719071946;5731240.603632535;-932898.4649025219;3302066.974610447;-3450.3028428014695;2127.4322299774617;6589.675855946887;0.943358079306947;0.45744081005888426;0.0
1.96;5731206.521141528;-932877.450885564;3302132.062686422;-3450.1763639368382;2127.3190606283392;6589.241560198251;5731206.100220889;-932877.1905178445;3302132.871148213;-3450.379486281557;2127.444705458743;6589.631697062449;0.9479324877200478;0.4574407974128615;0.0
1.97;5731172.018994673;-932856.1776325814;3302197.9548812257;-3450.2530069612058;2127.3315358286172;6589.19740044339;5731171.59604281;-932855.9160084137;3302198.767244385;-3450.456129300208;2127.457180655519;6589.587537296793;0.9525068957360008;0.4574407847060128;0.0
1.98;5731137.51608139;-932834.9042548484;3302263.846634428;-3450.329649524155;2127.3440107444053;6589.153239807366;5731137.091098304;-932834.6413742324;3302264.662898956;-3450.532771857412;2127.469655567788;6589.543376649923;0.9570813033064328;0.45744077193768456;0.0
1.99;5731103.012401684;-932813.6307523675;3302329.737946019;-3450.406291625674;2127.3564853757016;6589.109078290187;5731102.585387375;-932813.3666153032;3302330.5581119154;-3450.6094139531583;2127.4821301955476;6589.499215121846;0.9616557109088405;0.4574407591078768;0.0
2.0;5731068.5079555595;-932792.3571251418;3302395.628815991;-3450.482933265753;2127.368959722504;6589.0649158918595;5731068.078910027;-932792.0917316293;3302396.452883255;-3450.686055587437;2127.494604538797;6589.455052712568;0.9662301184636943;0.45744074621781694;0.0
2.0100000000000002;5731034.002743021;-932771.083373174;3302461.519244334;-3450.559574444382;2127.3814337848107;6589.020752612389;5731033.571666265;-932770.8167232134;3302462.3472129665;-3450.7626967602373;2127.5070785975336;6589.410889422096;0.9708045256050029;0.45744073326647944;0.0
2.02;5730999.496764072;-932749.809496467;3302527.40923104;-3450.636215161551;2127.393907562621;6588.976588451781;5730999.063656094;-932749.5415900584;3302528.2411010405;-3450.8393374715497;2127.5195523717566;6589.366725250434;0.9753789327463114;0.45744072025243776;0.0
2.0300000000000002;5730964.990018719;-932728.5354950237;3302593.2987761;-3450.7128554172486;2127.406381055932;6588.932423410041;5730964.554879516;-932728.266332167;3302594.1345474687;-3450.915977721363;2127.532025861464;6589.322560197589;0.9799533406983129;0.4574407071785929;0.0
2.04;5730930.482506965;-932707.2613688469;3302659.187879505;-3450.7894952114652;2127.4188542647425;6588.888257487176;5730930.04533654;-932706.990949542;3302660.027552242;-3450.992617509667;2127.5444990666538;6589.278394263568;0.9845277478396214;0.45744069404416904;0.0
2.05;5730895.974228816;-932685.9871179394;3302725.076541247;-3450.86613454419;2127.4313271890514;6588.844090683192;5730895.535027168;-932685.7154421866;3302725.920115351;-3451.069256836452;2127.5569719873247;6589.234227448374;0.9891021545518064;0.45744068084711814;0.0
